#format: frame checksums
#version: 2
#hash: MD5
#software: Lavf60.16.100
#tb 0: 1/24
#media_type 0: video
#codec_id 0: rawvideo
#dimensions 0: 1920x1080
#sar 0: 1/1
#stream#, dts,        pts, duration,     size, hash
0,         28,         28,        1,  3110400, a5cd38649826020aa70f8bf13ca7c1b7
0,         29,         29,        1,  3110400, 0f99b4f763a981893c1d5d01819b12b3
0,         30,         30,        1,  3110400, 2481bc4c087b2c345ba9ee86dd6e97e8
0,         31,         31,        1,  3110400, ef12be115c5eacb1501a936148bc4e43
0,         32,         32,        1,  3110400, 3e49cb83564654a38bdd89e983e76a4b
0,         33,         33,        1,  3110400, 9871569ec3c18aef72489ef9116abbb6
0,         34,         34,        1,  3110400, c84086b0890db9138825751a3cc6183c
0,         35,         35,        1,  3110400, 69a69d80f27743d4d5006524965bcd4f
0,         36,         36,        1,  3110400, 5362d9dcf3aac9c3c09f4946c9c02991
0,         37,         37,        1,  3110400, e7b864e46452407b9bf7383301811c23
0,         38,         38,        1,  3110400, e88f64e92fa10820a4bd3c7db33ccb4c
0,         39,         39,        1,  3110400, 67e140acb264868a7597f1cbee466929
0,         40,         40,        1,  3110400, 731900d0a37d430fa1068c7a644cf029
0,         41,         41,        1,  3110400, 59d988014451eddd03ed6e22b090cf35
0,         42,         42,        1,  3110400, ceeb50c536202d72c2c0bcbcd1a5bc7b
0,         43,         43,        1,  3110400, 1d1c90208ead95d2b6555f98e41a9878
0,         44,         44,        1,  3110400, 766fc6283fab0a7fb17b1f811c62801a
0,         45,         45,        1,  3110400, 6cf591770dd12f348d0f226d50f386d5
0,         46,         46,        1,  3110400, 2bd392038c6ee5c3a949af1f1ac9695c
0,         47,         47,        1,  3110400, 7b8aa0ff0078e12a0b0448f9fe760409
0,         48,         48,        1,  3110400, 8f8e6faaa0e275ecbbc7bf402079ab96
0,         49,         49,        1,  3110400, abdc3be7534818b5c837203258044876
0,         50,         50,        1,  3110400, 9505a684fd395125a996e22c4c7f5904
0,         51,         51,        1,  3110400, 916e1053e553230305e3bea1d322f973
0,         52,         52,        1,  3110400, 30548aa11c4a2994394087dbedd191b4
0,         53,         53,        1,  3110400, 1bf7b55461dcf3d9727b2058ee4d063d
0,         54,         54,        1,  3110400, 3d565501b27be5b5fbf2f3bad54e39ad
0,         55,         55,        1,  3110400, 78459538afbeb69901ef79b809dd5976
0,         56,         56,        1,  3110400, c709545d1a8080ff591d8f44545dfe6b
0,         57,         57,        1,  3110400, 42863dc921c950ad64f9c2d42a4a8fb5
0,         58,         58,        1,  3110400, 961613d27d0c0afe764825c42543137d
0,         59,         59,        1,  3110400, e8179eb8414789dadd29a18b70cbc4a7
0,         60,         60,        1,  3110400, acfbd0156adf648c5bbf1f654745385c
0,         61,         61,        1,  3110400, 0dbd89601baa96f23ac428cee8521e31
0,         62,         62,        1,  3110400, a5f0dbd0ba1838784d4615c3d2845c83
0,         63,         63,        1,  3110400, 2fe26fad741fd4a0552c764db90a22ab
0,         64,         64,        1,  3110400, 4d031a95653b2b45e654d8aedf671c38
0,         65,         65,        1,  3110400, 4494514f552fb1d30a54fe8d09fafeff
0,         66,         66,        1,  3110400, 1b4932db5e2fe2b86e7b97714cd6fe36
0,         67,         67,        1,  3110400, 7da4cd8d80b53b5d40c68019f2d57e34
0,         68,         68,        1,  3110400, 97ef1c7083d41fbfff70f9f6462b831d
0,         69,         69,        1,  3110400, 2e32176c37ef7cbf6cffd75cd3e36889
0,         70,         70,        1,  3110400, 76b620a9ad371960be4db8af2f4cbd92
0,         71,         71,        1,  3110400, e8bc470c9e9bf75814702964c6016e71
0,         72,         72,        1,  3110400, b99f0cc985b3df25ebaabd2cb45a7d92
0,         73,         73,        1,  3110400, 892aaa07f998ee9fc506f26b24cb4b8b
0,         74,         74,        1,  3110400, e7834697670cdd2cf03e90b87975518d
0,         75,         75,        1,  3110400, 9c348a65b8392f5f396b484600bf3776
0,         76,         76,        1,  3110400, 9eb2ca5a023119f43b95d562c139dd5a
0,         77,         77,        1,  3110400, 49660ac2331c358e10539bda515b3ea1
0,         78,         78,        1,  3110400, b49f6764096614f1272b265ed619c3aa
0,         79,         79,        1,  3110400, d297a468d4837cf065b22de3a3dfe11e
0,         80,         80,        1,  3110400, 7a5b47a0e757e99a281c715b5c4710f9
0,         81,         81,        1,  3110400, 4d64e21abfb3e4c7102907f6e4276476
0,         82,         82,        1,  3110400, e9d01bfaecca0731cb7db8487eb5ce5f
0,         83,         83,        1,  3110400, ab952cb49586822eb58ddbf0a0cf68d2
0,         84,         84,        1,  3110400, 706ed2ffdcfd5fc5d75bf57206842029
0,         85,         85,        1,  3110400, 5f011060aaf1133b9f41d3ad6dc0ae4e
0,         86,         86,        1,  3110400, 6c2288cabb700520b132b52ff1adb46d
0,         87,         87,        1,  3110400, 514116c193b4982c50e3c110901a32c6
0,         88,         88,        1,  3110400, cbf312be51e1056497862ce70dba6a85
0,         89,         89,        1,  3110400, 0e886930277cf685080a584b29faaeb8
0,         90,         90,        1,  3110400, e1a2619cddb40dc3bb63d44659bd690e
0,         91,         91,        1,  3110400, fbdb933b866f930613662fd741c550e9
0,         92,         92,        1,  3110400, 07a19829df354dffa2998df5f0b9db4f
0,         93,         93,        1,  3110400, 7f834dd68ac710b39abdb3b701e67f85
0,         94,         94,        1,  3110400, 4315f2c14a4bee990b42732b2af46094
0,         95,         95,        1,  3110400, 457a6caece0197167e4d45328741e992
0,         96,         96,        1,  3110400, adfa64c16c6017ac54a7c6b2b607e65c
0,         97,         97,        1,  3110400, 2e248dbe6f76aec08c2a669374fb446e
0,         98,         98,        1,  3110400, b28638e7f637438470e70dafa035f2b9
0,         99,         99,        1,  3110400, d22d68002fab2410224d40c72e032280
0,        100,        100,        1,  3110400, 2ef78f10e2ad4913cbe9d3eee8069578
0,        101,        101,        1,  3110400, dea70d8c089911d92e7e16988d0caa3c
0,        102,        102,        1,  3110400, c78f7e706a804be68e2ca6ce6928d479
0,        103,        103,        1,  3110400, cdae6ae48fef62e0658681bb2889add5
0,        104,        104,        1,  3110400, baa31130fc52828903d32dfe85eba71e
0,        105,        105,        1,  3110400, 64024f312fbcf8534ded2dcc20cf9dc1
0,        106,        106,        1,  3110400, 87cebdf8b67caf20fc7aa9ab416b6842
0,        107,        107,        1,  3110400, bc733b647a44557d6c6ae4fd029e4970
0,        108,        108,        1,  3110400, 63189a5f2ef176298bcab850259a7e46
0,        109,        109,        1,  3110400, c7b59d916514dd41bae20f40fe879a94
0,        110,        110,        1,  3110400, 199fa8718b131bf168032e93b8648276
0,        111,        111,        1,  3110400, 4ec8ed3445ee80e195c90a62dde18e4c
0,        112,        112,        1,  3110400, 8b92afc24e250c5b41d41ff26e944f71
0,        113,        113,        1,  3110400, a4b51a1b81800567946e743cb261d10f
0,        114,        114,        1,  3110400, f3e1900e19d9d0d32ec776be18716ffa
0,        115,        115,        1,  3110400, 2192145e911fecf6f0c24f9601808d09
0,        116,        116,        1,  3110400, 123527d28fbf839f5a4d1ac421361031
0,        117,        117,        1,  3110400, fcaf617b64166602e4790f85374e4194
0,        118,        118,        1,  3110400, 39ba7f0e4f216d21472ba766b2205527
0,        119,        119,        1,  3110400, 198ee3720047d07406aef3a48d7c2eba
0,        120,        120,        1,  3110400, 1fa5587d880bdfc0d0ad61f0232e0b6c
0,        121,        121,        1,  3110400, 45b2d15b62d8e77152726c429383aae7
0,        122,        122,        1,  3110400, 54ee1850bd514ea52128a861f844517e
0,        123,        123,        1,  3110400, 919ce1081f8e7cf8f6acb463b0b579a6
0,        124,        124,        1,  3110400, e4e2c9dd4e7fd40b921dee33b6625760
0,        125,        125,        1,  3110400, 1c104f03dfb674f6c9ba6b848aca5124
0,        126,        126,        1,  3110400, 3572f6e532f3aa9e5c67966c60396ece
0,        127,        127,        1,  3110400, 2c601dc5c045813ccf6980f083e52678
0,        128,        128,        1,  3110400, 5bdef6b76c1abe7d723fcadc1d1fa276
0,        129,        129,        1,  3110400, 1db3e3a3a0d3e0c7e20d999ff25db361
0,        130,        130,        1,  3110400, ac2e0fd10d7dc85311d11648e8c788f5
0,        131,        131,        1,  3110400, 79f0d94440d0b4e24a01c3b0b8328ec3
0,        132,        132,        1,  3110400, 76c620ea3d89d35a6fc1a58e43b1f38b
0,        133,        133,        1,  3110400, fcdd28393adb54be6501bf64144a203b
0,        134,        134,        1,  3110400, 309a7b93163fdb763a13ca14bb914ef4
0,        135,        135,        1,  3110400, 47356e57f756933e3824a632a6739598
0,        136,        136,        1,  3110400, 82016b6f86b92371a9cc7af2a0e4e62c
0,        137,        137,        1,  3110400, 07c899b8fd46f3208578dc1741180bc5
0,        138,        138,        1,  3110400, 72dd15aaa9fdf8818442b9eb0dfdb275
0,        139,        139,        1,  3110400, 35ff54409aa66214c3ed2fd4312e8433
0,        140,        140,        1,  3110400, 60fbd360dce47a4b7bd04cc808d1f01b
0,        141,        141,        1,  3110400, 19c27a0d7141f669be357630cf21c241
0,        142,        142,        1,  3110400, 73d806f0bb99b883d8336c7f8f07b45e
0,        143,        143,        1,  3110400, 8753460f4e70a3a98af71b78d2198ece
0,        144,        144,        1,  3110400, 3eb254fb38679d9445ea38effd5ec1da
0,        145,        145,        1,  3110400, 7f891c96b19f3f9f078bf2bd65136660
0,        146,        146,        1,  3110400, 87e48a42b85ca4d2bb1273d699ac07c9
0,        147,        147,        1,  3110400, 7e55ac08bb958dd91cef811371b23c58
0,        148,        148,        1,  3110400, 1e70a1b1212e889b4bb93755962630aa
0,        149,        149,        1,  3110400, a7b7589d52fdb912171f80f6049ab2b5
0,        150,        150,        1,  3110400, 01dd69c23ed925833a67bc64e19a3b1e
0,        151,        151,        1,  3110400, 81298e85f1e30068d63d0aa9c476fdf3
0,        152,        152,        1,  3110400, fee32a663d522dee1c07ce24db58ca3e
0,        153,        153,        1,  3110400, fa145d6f976f2096dddeafd9669cafe2
0,        154,        154,        1,  3110400, 9f476e57bde8f590b8d69e6cc9a654df
0,        155,        155,        1,  3110400, 7db15623982d2fec614fd7852f8c2f52
0,        156,        156,        1,  3110400, aed1d2ad52c179d088c600575a380c25
0,        157,        157,        1,  3110400, 434797f5b858fe1a0bfbe804fe59acc2
0,        158,        158,        1,  3110400, 3998231438fc8db96a527cd2e2bbe071
0,        159,        159,        1,  3110400, e2d99dbda59cb14b0a2a15bbe83b3184
0,        160,        160,        1,  3110400, 3aac14ec7993d641ad564f3493c32cfd
0,        161,        161,        1,  3110400, ef4cf7052536632ed08bb4a53642a867
0,        162,        162,        1,  3110400, 9421db3b4d6e86ca2eca32e99468eb48
0,        163,        163,        1,  3110400, 67c9460ebd232d223087581108002c8e
0,        164,        164,        1,  3110400, 809f6145318ac6ccb662afc9ad02731d
0,        165,        165,        1,  3110400, e583841a02106431f63bc440d4886ed8
0,        166,        166,        1,  3110400, 1711ba86683dbe4dfff7f8c712653c99
0,        167,        167,        1,  3110400, 419929562fe5506fea93a1765664b5bf
0,        168,        168,        1,  3110400, 71661787abc7f6e4fef9169611bf261d
0,        169,        169,        1,  3110400, ebbee9580d2a4290ee456872b65c0d3e
0,        170,        170,        1,  3110400, b8a7e6dcae3f96f21037dd175348b2e5
0,        171,        171,        1,  3110400, 459769c39ebd890691b07f8dd0bdb228
0,        172,        172,        1,  3110400, 14ab98d457b1c4223da18a3d50e71669
0,        173,        173,        1,  3110400, d1e9399f08ebc5c89b100f5973f7bdb4
0,        174,        174,        1,  3110400, 4bdf10597a4bebdeabd3873a9e32c92f
0,        175,        175,        1,  3110400, 8495f0eef6f33a867a7e83eee685dfbc
0,        176,        176,        1,  3110400, c0ad2509451a666ec61452d129672842
0,        177,        177,        1,  3110400, b156e228d3db83b5b205811408c3cb70
0,        178,        178,        1,  3110400, 656b738c5cd048a0d90d3444a05481d3
0,        179,        179,        1,  3110400, 5d2617c6eee88226e3f4ec5e34326846
0,        180,        180,        1,  3110400, dd4788bda03d1897f6e61df8240514e3
0,        181,        181,        1,  3110400, c4eaab3fd221f82d64ae6b2f310bdbbd
0,        182,        182,        1,  3110400, e2a1f759b09ef2674bd3fb9019c6d93f
0,        183,        183,        1,  3110400, 58dd4b29ecafe5d4da9999a06a2d9f0c
0,        184,        184,        1,  3110400, fbc4a0cd36c9fb84b5a8d12ca7b4ccd3
0,        185,        185,        1,  3110400, 21760b592a9177294528085fb4911472
0,        186,        186,        1,  3110400, 3e9bd860264aefbd3a5ae5f15351bafc
0,        187,        187,        1,  3110400, e310e87f8d3a358021db5c2d7b072dfa
0,        188,        188,        1,  3110400, 983b8bc427a21b530260cace1daccca3
0,        189,        189,        1,  3110400, e69afbd730d506f8de7aba8370369c99
0,        190,        190,        1,  3110400, 53171329cf5efcac6940cdea23104528
0,        191,        191,        1,  3110400, a7345218a11eecfdcd327c8ce1c29a29
